query,expected_faq_id,split,substitutions
Help needed: my degree includes transfer credit exchange survey a copy that necessary?,257,dev,study>survey transcript>copy needed>necessary
Quick question: a umpire i wish does not institution or organization email speech should i?,258,train,referee>umpire want>wish address>speech
Quick question: a umpire i desire not have an institution or organization email speech what should i do?,258,train,referee>umpire want>desire address>speech
Help needed: a umpire i wish does not institution or organization email speech should i do?,258,dev,referee>umpire want>wish address>speech
Quick question: what if it s genuinely problematic me to come an scholarly or professional missive of mention?,259,train,really>genuinely difficult>problematic get>come academic>scholarly letter>missive reference>mention
what if it s actually tough for me to make an scholarly professional missive of mention? Any idea?,259,train,really>actually difficult>tough get>make academic>scholarly letter>missive reference>mention
"Hi, what it s actually tough for me to make an scholarly or professional missive of mention?",259,dev,really>actually difficult>tough get>make academic>scholarly letter>missive reference>mention
can present more than two missive of quotation?,260,train,submit>present letters>missive reference>quotation
Quick question: can i present more than two missive of quotation?,260,train,submit>present letters>missive reference>quotation
Quick question: can i present more than two missive of mention?,260,dev,submit>present letters>missive reference>mention
should i present my gre tally? Thanks.,261,train,submit>present score>tally
should i present my gre tally? Any idea?,261,train,submit>present score>tally
Could you tell me should i present gre tally?,261,dev,submit>present score>tally
how do i recognize if i necessitate a toefl score? Thanks.,262,train,know>recognize require>necessitate
"Hi, how do i love if expect toefl score?",262,train,know>love require>expect
"Hi, how do i recognize if i expect a toefl score?",262,dev,know>recognize require>expect
Help needed: if i want to offer validation of english language proficiency will make provide of admission?,263,train,need>want provide>offer proof>validation get>make offer>provide
Help needed: if i ask to offer validation of english language proficiency make an provide of admission?,263,train,need>ask provide>offer proof>validation get>make offer>provide
"Hi, if i ask to offer validation english language proficiency will i take provide of admission?",263,dev,need>ask provide>offer proof>validation get>take offer>provide
Help needed: how do i love if i m permissible?,264,train,know>love admissible>permissible
"Hi, how i love if i m permissible?",264,train,know>love admissible>permissible
how i love i m permissible? Thanks.,264,dev,know>love admissible>permissible
Help needed: what do you think an proper degree?,265,train,mean>think appropriate>proper
Help needed: what do you signify by an proper degree?,265,train,mean>signify appropriate>proper
Could you tell me what do imply an proper degree?,265,dev,mean>imply appropriate>proper
Quick question: my previous plan is ungraded what i do?,266,train,program>plan
my previous curriculum is ungraded what should i do? Any idea?,266,train,program>curriculum
my previous plan ungraded what should i do?,266,dev,program>plan
when will i recognize the outcome my application? Thanks.,267,train,know>recognize results>outcome
Quick question: when acknowledge the outcome of application?,267,train,know>acknowledge results>outcome
when will i recognize the outcome of my application? Thanks.,267,dev,know>recognize results>outcome
if i m provide admission can wait begin plan?,268,train,offered>provide delay>wait starting>begin program>plan
Could you tell me if m provide admission i postponement begin my plan?,268,train,offered>provide delay>postponement starting>begin program>plan
if i m provide admission can i wait begin my plan? Any idea?,268,dev,offered>provide delay>wait starting>begin program>plan
Could you tell me i was provide admission one plan but now i wish to transfer to another i?,269,train,offered>provide program>plan want>wish
i provide admission to one plan but now i need to transfer to another can i? Thanks.,269,train,offered>provide program>plan want>need
Could you tell me i was provide admission to one plan but now i wishing to transfer to another i?,269,dev,offered>provide program>plan want>wishing
"Hi, i was deny admission can appeal?",270,train,refused>deny
Could you tell me i was deny admission can i appeal?,270,train,refused>deny
Quick question: i was deny admission can i appeal?,270,dev,refused>deny
Help needed: how can decide specifically why i was deny admission find feedback?,271,train,determine>decide refused>deny get>find
Quick question: how can decide specifically i was deny admission find feedback?,271,train,determine>decide refused>deny get>find
how can i specify specifically why i was deny admission find feedback? Any idea?,271,dev,determine>specify refused>deny get>find
can i get handbag into convocation hall? Thanks.,272,train,bring>get bags>handbag
Could you tell me can i add suitcase into convocation hall?,272,train,bring>add bags>suitcase
can impart handbag into convocation hall? Thanks.,272,dev,bring>impart bags>handbag
if i have gigantic own items where can i store them? Any idea?,273,train,larger>gigantic personal>own
if i bigger own items where can i store them? Thanks.,273,train,larger>bigger personal>own
Quick question: if have big individual items where can i store them?,273,dev,larger>big personal>individual
Help needed: once i m within convocation hall will i be able to give enter again?,274,train,inside>within leave>give
"Hi, once i m within convocation hall will i able give and enter again?",274,train,inside>within leave>give
once i m within convocation hall i able give and enter again? Thanks.,274,dev,inside>within leave>give
where do i compile graduation scrubs?,275,train,collect>compile gown>scrubs
"Hi, where i accumulate my graduation scrubs?",275,train,collect>accumulate gown>scrubs
where do i compile my graduation scrubs?,275,dev,collect>compile gown>scrubs
will i want to demonstrate id to gather my scrubs? Thanks.,276,train,need>want show>demonstrate collect>gather gown>scrubs
"Hi, will i want display id to amass my scrubs?",276,train,need>want show>display collect>amass gown>scrubs
Could you tell me will ask to demonstrate id to amass my scrubs?,276,dev,need>ask show>demonstrate collect>amass gown>scrubs
do i want to clothing an scholarly hood?,277,train,need>want wear>clothing academic>scholarly
Quick question: do i ask clothing an scholarly hood?,277,train,need>ask wear>clothing academic>scholarly
Could you tell me do i want to clothing scholarly hood?,277,dev,need>want wear>clothing academic>scholarly
can i contribute exceptional steal jewelry or badges to graduation robe? Any idea?,278,train,add>contribute special>exceptional stole>steal gown>robe
can i bring extra steal jewelry or badges my graduation scrubs? Any idea?,278,train,add>bring special>extra stole>steal gown>scrubs
can i contribute a particular steal jewelry badges to my graduation scrubs? Thanks.,278,dev,add>contribute special>particular stole>steal gown>scrubs
i an indigenous graduating scholar so can i clothing traditional indigenous regalia? Any idea?,279,train,student>scholar wear>clothing
Help needed: i an indigenous graduating scholar so i clothing traditional indigenous regalia?,279,train,student>scholar wear>clothing
i am an indigenous graduating scholar so can i clothing traditional indigenous regalia?,279,dev,student>scholar wear>clothing
"Hi, can i clap or cheer during the convocation ceremony?",280,train,
Help needed: can i clap or cheer during the convocation ceremony?,280,train,
can i clap or cheer during convocation ceremony?,280,dev,
Quick question: where can we get pic after the observance?,281,train,take>get photos>pic ceremony>observance
where can we get pic the observance? Thanks.,281,train,take>get photos>pic ceremony>observance
"Hi, where we bring pic after observance?",281,dev,take>bring photos>pic ceremony>observance
Could you tell me will be a communal gathering location after the observance?,282,train,ceremony>observance
Help needed: will there a communal gathering location the observance?,282,train,ceremony>observance
will there a communal gathering location observance? Thanks.,282,dev,ceremony>observance
what is utalert? Thanks.,283,train,
Help needed: what utalert?,283,train,
"Hi, what is utalert?",283,dev,
who receives utalert notifications? Any idea?,284,train,
who receives utalert notifications? Thanks.,284,train,
Quick question: who receives utalert notifications?,284,dev,
Could you tell me how do i sign up for utalert?,285,train,
"Hi, how do i sign for utalert?",285,train,
how i sign for utalert? Thanks.,285,dev,
Quick question: how do recognize m already the utalert scheme?,286,train,know>recognize system>scheme
Quick question: how do i recognize if i m already utalert scheme?,286,train,know>recognize system>scheme
how do i recognize if i m already in the utalert scheme?,286,dev,know>recognize system>scheme
can i obtain utalerts if i do not operate survey at u t? Thanks.,287,train,receive>obtain work>operate study>survey
can i welcome utalerts if i do not operate survey at u of t? Any idea?,287,train,receive>welcome work>operate study>survey
can i obtain utalerts if i do not operate survey at u of t? Thanks.,287,dev,receive>obtain work>operate study>survey
how will i obtain alerts? Any idea?,288,train,receive>obtain
Help needed: how will i obtain alerts?,288,train,receive>obtain
Help needed: how will welcome alerts?,288,dev,receive>welcome
Quick question: which method is the quickest?,289,train,fastest>quickest
"Hi, which method is the quickest?",289,train,fastest>quickest
"Hi, which method is quickest?",289,dev,fastest>quickest
can i obtain utalert notifications from all three campuses?,290,train,receive>obtain
can i incur utalert notifications all three campuses? Any idea?,290,train,receive>incur
can i incur utalert notifications three campuses? Thanks.,290,dev,receive>incur
"Hi, can scheme touch me by call?",291,train,system>scheme contact>touch phone>call
can the scheme touch me by telephone? Any idea?,291,train,system>scheme contact>touch phone>telephone
Help needed: can the scheme touch me by call?,291,dev,system>scheme contact>touch phone>call
"Hi, what number will alarm follow from?",292,train,alerts>alarm come>follow
Quick question: what number will alarm arrive from?,292,train,alerts>alarm come>arrive
what number will alarm follow from?,292,dev,alerts>alarm come>follow
how frequently will i obtain alerts?,293,train,often>frequently receive>obtain
how frequently will incur alerts? Thanks.,293,train,often>frequently receive>incur
how frequently will i incur alerts? Any idea?,293,dev,often>frequently receive>incur
how do i check utalert settings and update my touch information?,294,train,contact>touch
Quick question: how do i check my utalert settings update my touch information?,294,train,contact>touch
Help needed: how do i check utalert settings and update my touch information?,294,dev,contact>touch
why do i ask to download alertable i already the campus safety app? Any idea?,295,train,need>ask
"Hi, why do ask to download alertable if i already the campus safety app?",295,train,need>ask
"Hi, why do ask download alertable if i already have the campus safety app?",295,dev,need>ask
how do i enable app notifications for alertable? Any idea?,296,train,
how i enable app notifications for alertable? Thanks.,296,train,
Help needed: how i enable app notifications alertable?,296,dev,
Quick question: why not i incur a notification through app?,297,train,receive>incur
"Hi, why not incur a notification through the app?",297,train,receive>incur
why did not i obtain notification through app? Any idea?,297,dev,receive>obtain
"Hi, why did incur an email or app alarm but not a text message?",298,train,receive>incur alert>alarm
Quick question: why did incur email or app alarm but not a text message?,298,train,receive>incur alert>alarm
why did i welcome an email or app alarm but not text message?,298,dev,receive>welcome alert>alarm
why did not i obtain the alarm good out all? Thanks.,299,train,receive>obtain alert>alarm right>good away>out
"Hi, why did not i obtain the vigilant good off or at all?",299,train,receive>obtain alert>vigilant right>good away>off
Help needed: why did not welcome alarm correct off or at all?,299,dev,receive>welcome alert>alarm right>correct away>off
what should do if i overlook a visit or vigilant?,300,train,miss>overlook call>visit alert>vigilant
Could you tell me what do i overlook visit or watchful?,300,train,miss>overlook call>visit alert>watchful
Help needed: what should i i lose a visit or awake?,300,dev,miss>lose call>visit alert>awake
what if i unintentionally unsubscribed can re enrol?,301,train,accidentally>unintentionally
what i unintentionally unsubscribed how can i re enrol? Any idea?,301,train,accidentally>unintentionally
Quick question: what if i unintentionally unsubscribed how i re enrol?,301,dev,accidentally>unintentionally
Help needed: what individual data the scheme depot?,302,train,personal>individual information>data system>scheme store>depot
Quick question: what individual data the scheme depot?,302,train,personal>individual information>data system>scheme store>depot
what own data does the scheme depot? Any idea?,302,dev,personal>own information>data system>scheme store>depot
why is university toronto smoke free? Thanks.,303,train,
Quick question: why is university toronto smoke free?,303,train,
Help needed: why is university of toronto smoke free?,303,dev,
Could you tell me what does smoke free signify does include marijuana?,304,train,mean>signify cannabis>marijuana
what smoke free entail does include hemp? Any idea?,304,train,mean>entail cannabis>hemp
Quick question: what does smoke free signify does this include marijuana?,304,dev,mean>signify cannabis>marijuana
Could you tell me who does policy enforce?,305,train,apply>enforce
"Hi, who policy enforce to?",305,train,apply>enforce
who does this policy enforce to?,305,dev,apply>enforce
Quick question: does policy employ to all three campuses?,306,train,apply>employ
does this policy implement to all three campuses? Any idea?,306,train,apply>implement
"Hi, does this policy implement all three campuses?",306,dev,apply>implement
does this policy use the federated theological colleges? Any idea?,307,train,apply>use
Quick question: does policy implement to the federated theological colleges?,307,train,apply>implement
Could you tell me does this policy employ federated theological colleges?,307,dev,apply>employ
"Hi, where i go to smoke?",308,train,
"Hi, where can i go to smoke?",308,train,
Quick question: where can go to smoke?,308,dev,
"Hi, can i smoke or vape tobacco or marijuana my personal vehicle while university belongings?",309,train,cannabis>marijuana own>personal property>belongings
Help needed: can smoke vape tobacco or marijuana my personal vehicle while on university belongings?,309,train,cannabis>marijuana own>personal property>belongings
Could you tell me can i smoke vape tobacco or marijuana in my personal vehicle while university belongings?,309,dev,cannabis>marijuana own>personal property>belongings
Quick question: are staff faculty and students able to smoke or vape tobacco or marijuana hit university belongings and go to work grade?,310,train,cannabis>marijuana off>hit property>belongings class>grade
Quick question: are staff faculty students able to smoke or vape tobacco or marijuana away university belongings and then go to work grade?,310,train,cannabis>marijuana off>away property>belongings class>grade
are staff faculty and students able to smoke vape tobacco or marijuana hit university belongings and then go work grade? Any idea?,310,dev,cannabis>marijuana off>hit property>belongings class>grade
what residence members who smoke night did you believe safety have go away campus?,311,train,consider>believe having>have off>away
what about residence members who smoke at night did you weigh safety have to go away campus? Any idea?,311,train,consider>weigh having>have off>away
Could you tell me what residence members who smoke at night did you regard their safety have go away campus?,311,dev,consider>regard having>have off>away
is grade time adjusted to fit masses need to go away for a crack to smoke or vape? Any idea?,312,train,class>grade accommodate>fit people>masses want>need out>away break>crack
is grade time adjusted to adapt masses who need to go away for a crack to smoke or vape? Any idea?,312,train,class>grade accommodate>adapt people>masses want>need out>away break>crack
is grade time adjusted to fit masses need to go down crack to smoke or vape?,312,dev,class>grade accommodate>fit people>masses want>need out>down break>crack
how is this policy implement there any punishment?,313,train,enforced>implement penalties>punishment
how is this policy implement are there any punishment?,313,train,enforced>implement penalties>punishment
how is this policy implement are there punishment?,313,dev,enforced>implement penalties>punishment
"Hi, what do i do hear person smoking on campus?",314,train,see>hear someone>person
Help needed: what do i i realize person smoking on campus?,314,train,see>realize someone>person
what do i do if i realize person smoking on campus? Thanks.,314,dev,see>realize someone>person
Help needed: where i receive signs for smoke and vape free spaces?,315,train,obtain>receive
Could you tell me where can i find signs for smoke and vape free spaces?,315,train,obtain>find
"Hi, where i receive signs for smoke and vape free spaces?",315,dev,obtain>receive
Could you tell me i know someone who would wish to cease smoking or vaping there resources useable u t to help?,316,train,like>wish quit>cease available>useable
Could you tell me i know someone would wish stop smoking or vaping are there resources useable at u of t help?,316,train,like>wish quit>stop available>useable
i know someone who wish discontinue smoking or vaping are there resources useable at u t to help them? Thanks.,316,dev,like>wish quit>discontinue available>useable
Help needed: who do i touch if have questions about smoke free policy?,317,train,contact>touch
who do touch if i have questions about smoke free policy? Any idea?,317,train,contact>touch
Help needed: who do i touch if i have questions about smoke free policy?,317,dev,contact>touch
can i enter in jump start plan? Any idea?,318,train,participate>enter program>plan
"Hi, can enter in jump start plan?",318,train,participate>enter program>plan
can i enter in the jump start plan?,318,dev,participate>enter program>plan
"Hi, can i register for jump start before i come my winter session housing bid?",319,train,get>come offer>bid
Quick question: can register jump start i come my winter session housing bid?,319,train,get>come offer>bid
can i register for jump start before i take my winter session housing provide? Any idea?,319,dev,get>take offer>provide
Help needed: i am an indigenous scholar what do want to recognize about registering for jump start?,320,train,student>scholar need>want know>recognize
Quick question: i am an indigenous scholar what i ask to recognize about registering for jump start?,320,train,student>scholar need>ask know>recognize
Could you tell me i am an indigenous scholar what do i ask to recognize about registering for jump start?,320,dev,student>scholar need>ask know>recognize
i m ready for an update on the status visa application can i register for jump start?,321,train,waiting>ready
i m await for an update on the status of my visa application i register for jump start? Any idea?,321,train,waiting>await
Quick question: i m ready for an update status of my visa application can i register for jump start?,321,dev,waiting>ready
Quick question: can transfer students enter in the jump start curriculum?,322,train,participate>enter program>curriculum
can transfer students enter in jump start curriculum? Thanks.,322,train,participate>enter program>curriculum
can transfer students enter in the jump start plan? Any idea?,322,dev,participate>enter program>plan
are there any fiscal funding choice for me? Any idea?,323,train,financial>fiscal support>funding options>choice
are there fiscal funding alternative for?,323,train,financial>fiscal support>funding options>alternative
Quick question: are there any fiscal funding choice for me?,323,dev,financial>fiscal support>funding options>choice
how prolonged jump start run each day? Any idea?,324,train,long>prolonged
Help needed: how lasting does jump start run each day?,324,train,long>lasting
how lasting does jump start run each day?,324,dev,long>lasting
is it alright miss an event during jump start? Thanks.,325,train,okay>alright
Could you tell me is it alright i miss event during jump start?,325,train,okay>alright
is it alright if i miss an event during jump start? Any idea?,325,dev,okay>alright
when is the move in date do i ask employ for an early move in? Any idea?,326,train,need>ask apply>employ
when is the move date do i want to use for an early move in?,326,train,need>want apply>use
when is the move in date do i want to use an early move?,326,dev,need>want apply>use
Help needed: what should i do i am unable to move into abode on september 1st as jump start mansion pupil?,327,train,residence>abode residence>mansion student>pupil
what should if i am unable to move into abode on september 1st as a jump start mansion pupil? Any idea?,327,train,residence>abode residence>mansion student>pupil
Help needed: what should i if i unable move into mansion on september 1st as a jump start abode pupil?,327,dev,residence>mansion residence>abode student>pupil
"Hi, will i be able living in the same room after jump start?",328,train,live>living
Help needed: will be able to living in the same room after jump start?,328,train,live>living
Could you tell me will i be able living in same room after jump start?,328,dev,live>living
which stream am portion if living at university village or wesbrook village?,329,train,part>portion live>living
which stream am i portion of if living university village or wesbrook village? Any idea?,329,train,part>portion live>living
which stream am i component of living at university village or wesbrook village?,329,dev,part>component live>living
Help needed: do tier 11 marks tally?,330,train,grade>tier count>tally
do tier 11 marks tally? Any idea?,330,train,grade>tier count>tally
do tier 11 marks tally? Thanks.,330,dev,grade>tier count>tally
Could you tell me can i utilize to two different curriculum at utm?,331,train,apply>utilize programs>curriculum
Help needed: can i utilize two different curriculum at utm?,331,train,apply>utilize programs>curriculum
can i implement to two different curriculum at utm?,331,dev,apply>implement programs>curriculum
Help needed: will want to submit quotation missive individual statements or supplementary applications?,332,train,need>want reference>quotation letters>missive personal>individual
will ask to submit quotation missive individual statements or supplementary applications?,332,train,need>ask reference>quotation letters>missive personal>individual
will ask submit quotation missive own statements or supplementary applications? Any idea?,332,dev,need>ask reference>quotation letters>missive personal>own
Could you tell me i am concerned in pursuing two majors during my undergraduate studies that drop within two different admission categories at u of t mississauga ie biology and history how do love admission category i should apply to on ouac?,333,train,interested>concerned fall>drop know>love
Quick question: i am involved in pursuing two majors during undergraduate studies that drop within two different admission categories at u of t mississauga ie biology history how do i love which admission category i apply ouac?,333,train,interested>involved fall>drop know>love
i am involved in pursuing two majors during my undergraduate studies that drop within two different admission categories u of t mississauga ie biology and history how i acknowledge which admission category i apply on ouac? Thanks.,333,dev,interested>involved fall>drop know>acknowledge
"Hi, i concerned in applying a curriculum university of toronto mississauga i apply to this curriculum on ouac will i be considered for this curriculum all three campuses?",334,train,interested>concerned program>curriculum program>curriculum program>curriculum
Could you tell me i am involved in applying a curriculum university of toronto mississauga i apply to this curriculum on ouac will i considered for curriculum at all three campuses?,334,train,interested>involved program>curriculum program>curriculum program>curriculum
i am involved applying to a curriculum at the university toronto mississauga if i apply this curriculum ouac i be considered for this curriculum at three campuses? Thanks.,334,dev,interested>involved program>curriculum program>curriculum program>curriculum
Help needed: what is the difference between an admission category a plan and post can i use directly plan or specialist major insignificant?,335,train,program>plan apply>use program>plan minor>insignificant
Quick question: what is difference between an admission category a plan and post can use directly to my curriculum or specialist major insignificant?,335,train,program>plan apply>use program>curriculum minor>insignificant
Help needed: what the difference between an admission category plan and post can i use directly to my curriculum or specialist major insignificant?,335,dev,program>plan apply>use program>curriculum minor>insignificant
how will reiterate course involve my admission? Thanks.,336,train,repeated>reiterate affect>involve
how will a reiterate course involve my admission?,336,train,repeated>reiterate affect>involve
Help needed: how will a continual course impact my admission?,336,dev,repeated>continual affect>impact
Could you tell me will i be considered for the curriculum applied to at the same time or only in the decree ranked them?,337,train,programs>curriculum order>decree
will i be considered for of the curriculum applied to same time or only in decree i ranked them?,337,train,programs>curriculum order>decree
Help needed: will i be considered for all of the curriculum i applied to the same time only in decree i ranked them?,337,dev,programs>curriculum order>decree
Could you tell me i an extenuating context that impact my academic performance how can i include this in my application?,338,train,circumstance>context affected>impact
i extenuating context impact my academic performance how can include my application? Any idea?,338,train,circumstance>context affected>impact
Help needed: i have an extenuating context that impact my academic performance how can i include in my application?,338,dev,circumstance>context affected>impact
Quick question: if i am not eligible my plan selection at u of t mississauga will i considered for an alternate provide?,339,train,program>plan choice>selection offer>provide
if i am not eligible for plan alternative at u t mississauga will be considered alternate provide?,339,train,program>plan choice>alternative offer>provide
"Hi, if i am not eligible for my plan selection at u of t mississauga will considered an alternate provide?",339,dev,program>plan choice>selection offer>provide
Could you tell me when i learn back after submitting application?,340,train,hear>learn
"Hi, when will i learn back after submitting application?",340,train,hear>learn
when will i learn back after submitting my application? Thanks.,340,dev,hear>learn
Quick question: i m have difficulty logging join u of t what i do?,341,train,having>have trouble>difficulty
i m have worry logging in to join u t what should do? Thanks.,341,train,having>have trouble>worry
i m have worry logging to join u t what should i do? Thanks.,341,dev,having>have trouble>worry
"Hi, join u of t is request me a makeshift pin what is this?",342,train,asking>request temporary>makeshift
Could you tell me join u of t request for a interim pin what is this?,342,train,asking>request temporary>interim
"Hi, join u of t request for makeshift pin what is?",342,dev,asking>request temporary>makeshift
i have submitted application wish to get switch do i do that? Thanks.,343,train,want>wish make>get change>switch
i have submitted application but need produce a switch how do that? Any idea?,343,train,want>need make>produce change>switch
i have submitted my application but wish give a switch how i do? Any idea?,343,dev,want>wish make>give change>switch
do i want to need my high school mail in my copy today? Thanks.,344,train,need>want ask>need transcript>copy now>today
"Hi, do i ask to expect my high school to mail in my copy today?",344,train,need>ask ask>expect transcript>copy now>today
Help needed: do i ask to need high school to mail my copy today?,344,dev,need>ask ask>need transcript>copy now>today
Help needed: how should i submit my copy?,345,train,transcript>copy
"Hi, how i submit my copy?",345,train,transcript>copy
Could you tell me how should i submit my copy?,345,dev,transcript>copy
it tell that uploading my copy is informal so should i yet upload my copy?,346,train,says>tell transcript>copy unofficial>informal still>yet transcript>copy
Quick question: it tell uploading my copy is unconfirmed so i even upload my copy?,346,train,says>tell transcript>copy unofficial>unconfirmed still>even transcript>copy
it tell that uploading copy is unconfirmed so should i yet upload my copy?,346,dev,says>tell transcript>copy unofficial>unconfirmed still>yet transcript>copy
Could you tell me my mid term class will not be publish until december january february how should i ego report my class?,347,train,grades>class released>publish self>ego grades>class
Help needed: my mid term class will not be publish until december january february should i ego report class?,347,train,grades>class released>publish self>ego grades>class
"Hi, my mid term class will not be publish until december january february how should i ego report my class?",347,dev,grades>class released>publish self>ego grades>class
what should i take if i do not mid term copy even what if i do not make mid term class or a mid term copy? Thanks.,348,train,submit>take transcript>copy yet>even get>make grades>class transcript>copy
what should i present if i not have my mid term copy nonetheless what i not take mid term class or a mid term copy? Thanks.,348,train,submit>present transcript>copy yet>nonetheless get>take grades>class transcript>copy
Could you tell me what i present if i not have my mid term copy still what not make mid term class or a mid term copy?,348,dev,submit>present transcript>copy yet>still get>make grades>class transcript>copy
Help needed: my temporary copy will not be available until december january february will this affect admission because the papers deadline for early consideration is in december?,349,train,interim>temporary transcript>copy impact>affect document>papers
Could you tell me my temporary copy not be available until december january february will this affect my admission because papers deadline for early consideration is in december?,349,train,interim>temporary transcript>copy impact>affect document>papers
"Hi, my temporary copy not be available until december january february will this affect my admission because the papers deadline for early consideration is in december?",349,dev,interim>temporary transcript>copy impact>affect document>papers
Quick question: my school send my copy last week how do i love you received?,350,train,sent>send transcript>copy know>love
Help needed: my school send my copy last week how do i love if you have received it?,350,train,sent>send transcript>copy know>love
my school send my copy last week do i love if you have received it? Any idea?,350,dev,sent>send transcript>copy know>love
"Hi, i take a course away of my regular day high school in summer school night school online private school will this impact my admission?",351,train,taking>take outside>away affect>impact
Could you tell me i am take course away my regular day high school in summer school night school online or private school will this involve my admission?,351,train,taking>take outside>away affect>involve
i am take a course away of my regular day high school in summer school night school online private school will this impact my admission? Thanks.,351,dev,taking>take outside>away affect>impact
Quick question: i am preparation take a obligatory the summer before begin my undergraduate survey will this impact my admission?,352,train,planning>preparation taking>take prerequisite>obligatory starting>begin studies>survey affect>impact
i am preparation on take a requirement the summer begin my undergraduate survey will this involve my admission?,352,train,planning>preparation taking>take prerequisite>requirement starting>begin studies>survey affect>involve
Help needed: i am preparation on take a requirement in the summer before begin my undergraduate survey will this impact admission?,352,dev,planning>preparation taking>take prerequisite>requirement starting>begin studies>survey affect>impact
Could you tell me i obtain an provide curriculum or u of t campus i did not use what does this think?,353,train,received>obtain offer>provide program>curriculum apply>use mean>think
i obtain an provide to plan u t campus i not use to does this imply? Any idea?,353,train,received>obtain offer>provide program>plan apply>use mean>imply
i obtain an provide to a curriculum or u of t campus that i not use to does this imply? Thanks.,353,dev,received>obtain offer>provide program>curriculum apply>use mean>imply
Could you tell me what are terms conditions of my provide of admission the university of toronto mississauga?,354,train,offer>provide
Help needed: what are the terms conditions of provide of admission to the university of toronto mississauga?,354,train,offer>provide
what are the terms conditions of bid of admission to the university of toronto mississauga?,354,dev,offer>bid
am i able shelve my provide of admission? Any idea?,355,train,defer>shelve offer>provide
Help needed: am i able to postpone my provide admission?,355,train,defer>postpone offer>provide
Help needed: am i able to accede provide of admission?,355,dev,defer>accede offer>provide
Quick question: if i ve come advanced placement ap gce french baccalaureate international baccalaureate ib will i be eligible for transfer credit?,356,train,done>come
if i ve come advanced placement ap gce french baccalaureate or international baccalaureate ib will i be eligible for transfer credit? Thanks.,356,train,done>come
"Hi, if i ve come advanced placement ap gce french baccalaureate international baccalaureate ib will i eligible for transfer credit?",356,dev,done>come
Help needed: do i ask to take validation english proficiency?,357,train,need>ask submit>take proof>validation
Could you tell me do i want to take validation of english proficiency?,357,train,need>want submit>take proof>validation
Could you tell me do i want present validation of english proficiency?,357,dev,need>want submit>present proof>validation
Help needed: can you blend sections from multiple english proficiency exam in order satisfy english proficiency prerequisite ie combining the ielts publish section from one exam with an ielts reading section from another exam?,358,train,combine>blend tests>exam meet>satisfy requirements>prerequisite writing>publish test>exam test>exam
can you meld sections from multiple english proficiency exam in order to satisfy english proficiency prerequisite ie combining the ielts publish section from one exam with an ielts reading section from another exam? Thanks.,358,train,combine>meld tests>exam meet>satisfy requirements>prerequisite writing>publish test>exam test>exam
can you merge sections from multiple english proficiency exam in order to satisfy english proficiency prerequisite ie combining ielts compose section from one quiz with an ielts reading section from another quiz? Thanks.,358,dev,combine>merge tests>exam meet>satisfy requirements>prerequisite writing>compose test>quiz test>quiz
Quick question: i but send new english proficiency quiz score how protracted does it hold for the university to come it?,359,train,just>but sent>send test>quiz long>protracted take>hold get>come
i good send my new english proficiency quiz score how lasting does it bring the university to come? Any idea?,359,train,just>good sent>send test>quiz long>lasting take>bring get>come
i but send my new english proficiency quiz score how lengthy it bring for university to come it? Thanks.,359,dev,just>but sent>send test>quiz long>lengthy take>bring get>come
i send my ielts toefl scores last week do i acknowledge you received it?,360,train,sent>send know>acknowledge
Quick question: i send ielts toefl scores last week do i acknowledge if have received?,360,train,sent>send know>acknowledge
i send my ielts toefl scores last week do i recognize you have received? Thanks.,360,dev,sent>send know>recognize
can i welcome an admission conclusion before sending in my english language examination outcome i have all mandatory requirement? Any idea?,361,train,receive>welcome decision>conclusion test>examination results>outcome required>mandatory prerequisites>requirement
Quick question: can i incur admission conclusion before sending in my english language examination outcome have all mandatory requirement?,361,train,receive>incur decision>conclusion test>examination results>outcome required>mandatory prerequisites>requirement
Could you tell me can welcome an admission conclusion sending in my english language exam outcome i have all necessary requirement?,361,dev,receive>welcome decision>conclusion test>exam results>outcome required>necessary prerequisites>requirement
"Hi, what does signify when provide admission tell that ace utm is a condition?",362,train,mean>signify offer>provide says>tell
what does it think my provide of admission tell that ace utm is a condition? Thanks.,362,train,mean>think offer>provide says>tell
Help needed: what does it imply when my provide of admission tell ace utm condition?,362,dev,mean>imply offer>provide says>tell
Could you tell me i eligible for both the summer and the fall winter plan streams which one should i prefer?,363,train,program>plan choose>prefer
i am eligible both summer and the fall winter plan streams which one i prefer? Any idea?,363,train,program>plan choose>prefer
i eligible for both the summer the fall winter plan streams which one should i prefer? Any idea?,363,dev,program>plan choose>prefer
Help needed: if i pass an english proficiency exam finish the ace utm curriculum i do?,364,train,test>exam completing>finish program>curriculum
if i pass english proficiency exam before finish the ace utm curriculum what should i do?,364,train,test>exam completing>finish program>curriculum
if i pass an english proficiency quiz before finish the ace utm curriculum what should i do? Any idea?,364,dev,test>quiz completing>finish program>curriculum
where i see more about ace utm?,365,train,learn>see
"Hi, where teach more about ace utm?",365,train,learn>teach
Could you tell me where can i see more about ace utm?,365,dev,learn>see
how do prepare convinced i m considered scholarships what scholarships useable to me? Thanks.,366,train,make>prepare sure>convinced available>useable
Quick question: how i get confident m considered scholarships what scholarships are useable to me?,366,train,make>get sure>confident available>useable
how do i give confident i m considered for scholarships what scholarships are accessible me? Thanks.,366,dev,make>give sure>confident available>accessible
"Hi, what if my final high school class alteration after i receive my scholarship provide?",367,train,grades>class change>alteration offer>provide
